index,id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returndate,returnedreason,deceaseddate,deceasedreason,diedoffshelter,puttosleep,isdoa
6103,60571,8/13/2018 9:06,Stray,0,C18081100,9.8102E+14,Lloyd,Siamese/Mix,Lynx point,Cat,2 years 3 months.,Male,Adoptable Cat Middle Colony,9/2/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6104,60572,8/13/2018 9:33,Stray,0,C18081052,,El Noche,Domestic Short Hair,Black,Cat,1 year 0 months.,Unknown,Cat room A,8/21/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6105,60573,8/13/2018 10:54,Stray,0,C18081053,9.8102E+14,Ricky,Domestic Short Hair,Brown and Black,Cat,11 months.,Male,Adoptable window colony,8/14/2018 0:00,Foster,0,8/31/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6106,60573,8/13/2018 10:54,Stray,0,C18081053,9.8102E+14,Ricky,Domestic Short Hair,Brown and Black,Cat,11 months.,Male,Adoptable window colony,9/5/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6107,60574,8/13/2018 10:59,Stray,0,C18081054,9.8102E+14,Joey,Domestic Short Hair,"Brown, Black and White",Cat,10 months.,Male,Adoptable window colony,8/14/2018 0:00,Foster,0,8/31/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6108,60574,8/13/2018 10:59,Stray,0,C18081054,9.8102E+14,Joey,Domestic Short Hair,"Brown, Black and White",Cat,10 months.,Male,Adoptable window colony,9/5/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6109,60576,8/13/2018 12:17,Incompatible with owner lifestyle,0,D18081048,9.8102E+14,Thor Wiggleby.,Boxer,Tan,Dog,3 years 3 months.,Male,Dog room B,8/25/2018 0:00,Adoption,0,9/24/2018 0:00,Incompatible with owner lifestyle,9/25/2018 0:00,TM - Treatable Manageable,0,1,0
6110,60577,8/13/2018 12:50,Allergies,0,H18081049,,Marigold,Hamster,White and Brindle,Hamster,10 months.,Female,Lobby,8/20/2018 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
6111,60579,8/13/2018 15:43,Stray,0,C1808579,,Hopper,Domestic Short Hair,Black and White,Cat,1 year 9 months.,Unknown,Cat room B,8/21/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6112,60580,8/13/2018 15:43,Stray,0,C1808580,,Clopper,Domestic Short Hair,Black and White,Cat,8 months.,Male,Cat room B,8/22/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6113,60581,8/13/2018 15:43,Stray,0,C1808581,,Mopper,Domestic Short Hair,Black and White,Cat,1 year 3 months.,Female,Cat room C,8/22/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6114,60582,8/14/2018 10:02,Stray,0,D1808582,,Sara,Rat Terrier,Black and White,Dog,9 years 3 months.,Female,Canine intake room,8/14/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6115,60584,8/14/2018 12:34,Stray,0,D18081265,9.8102E+14,Moses,Bully Breed Mix,Grey and White,Dog,1 year 5 months.,Male,Dog room C,8/23/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6116,60585,8/14/2018 13:16,Stray,0,D18081055,9.8102E+14,Thelma,Shih Tzu,White and Grey,Dog,3 years 3 months.,Female,Adoptable Dogs,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6117,60586,8/14/2018 13:16,Stray,0,D18081056,9.8102E+14,Louise,Shih Tzu,White and Grey,Dog,3 years 3 months.,Female,Adoptable Dogs,8/27/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6118,60588,8/14/2018 14:32,Incompatible with owner lifestyle,0,C18081055,9.8102E+14,Cotton,Domestic Medium Hair,White,Cat,11 months.,Male,Adoptable Cat Glass Colony,8/25/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6119,60592,8/14/2018 16:35,Stray,0,C18081062,9.8102E+14,Excalibird,Domestic Short Hair,Black,Cat,1 year 9 months.,Male,Adoptable Cat Middle Colony,10/2/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6120,60594,8/14/2018 17:44,Stray,0,C18081063,9.8102E+14,Jenna Rink,Domestic Short Hair/Russian Blue,Grey,Cat,1 year 9 months.,Female,Adoptable Cat Big Colony,9/10/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6121,60595,8/14/2018 18:02,Stray,0,C18081064,9.8102E+14,Boa,Domestic Medium Hair,Blue,Cat,1 year 0 months.,Female,Adoptable Cat Glass Colony,8/23/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6122,60597,8/15/2018 13:24,Stray,0,C18081065,9.8102E+14,Khloe,Domestic Short Hair,Tan and Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,8/18/2018 0:00,Foster,0,2/1/2019 0:00,Stray,,Court Order/ Legal,0,0,0
6123,60597,8/15/2018 13:24,Stray,0,C18081065,9.8102E+14,Khloe,Domestic Short Hair,Tan and Black,Cat,7 months.,Female,Adoptable Cat Middle Colony,2/1/2019 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6124,60598,8/15/2018 14:31,Stray,0,C18081066,9.8102E+14,McAllister,Domestic Short Hair,Grey,Cat,8 years 7 months.,Male,Adoptable Cat Big Colony,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6125,60599,8/15/2018 14:49,Stray,0,D1808584,9.8102E+14,Luna,Labrador Retriever/Mix,Black,Dog,1 year 3 months.,Female,Canine intake room,8/15/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6126,60600,8/15/2018 14:52,Stray,0,D1808585,9.8102E+14,COOPER,Collie/Mix,Tricolour,Dog,1 year 3 months.,Male,Canine intake room,8/15/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6127,60601,8/15/2018 14:56,Stray,0,D1808586,9.85112E+14,Murphy,Mix,Tan,Dog,2 years 3 months.,Male,Canine intake room,8/15/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6128,60604,8/15/2018 16:14,Stray,0,C18081057,9.8102E+14,Granny Mae,Domestic Short Hair,Black,Cat,1 year 9 months.,Female,Adoptable Cat Middle Colony,11/5/2018 0:00,Adoption,0,2/10/2019 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
6129,60604,8/15/2018 16:14,Stray,0,C18081057,9.8102E+14,Granny Mae,Domestic Short Hair,Black,Cat,1 year 9 months.,Female,Adoptable Cat Middle Colony,2/18/2019 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6130,60605,8/15/2018 16:14,Stray,0,C18081058,9.8102E+14,Sleepy,Domestic Short Hair,Black,Cat,9 months.,Male,Adoptable Cat Glass Colony,8/23/2018 0:00,Foster,0,10/23/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6131,60605,8/15/2018 16:14,Stray,0,C18081058,9.8102E+14,Sleepy,Domestic Short Hair,Black,Cat,9 months.,Male,Adoptable Cat Glass Colony,10/26/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6132,60606,8/16/2018 9:14,Stray,0,D1808587,9.8102E+14,Gary,Labrador Retriever/Mix,Black,Dog,1 year 0 months.,Male,Adoptable Dogs,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6133,60607,8/16/2018 9:19,Stray,0,D18081068,9.8102E+14,Maizee,Labrador Retriever/Mix,Black,Dog,1 year 5 months.,Female,Dog room C,8/24/2018 0:00,Foster,0,8/29/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6134,60607,8/16/2018 9:19,Stray,0,D18081068,9.8102E+14,Maizee,Labrador Retriever/Mix,Black,Dog,1 year 5 months.,Female,Dog room C,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6135,60608,8/16/2018 12:06,Stray,0,C18081267,9.8102E+14,Kellogg,Domestic Short Hair,Black and Brown,Cat,23 weeks.,Male,Adoptable window colony,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6136,60609,8/16/2018 12:06,Stray,0,C18081268,9.8102E+14,Cocoa Puff,Siamese,Chocolate Point,Cat,1 year 1 month.,Female,Adoptable Cat Glass Colony,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6137,60610,8/16/2018 12:06,Stray,0,C18081266,9.8102E+14,Trix,Domestic Short Hair,Tortie,Cat,2 years 3 months.,Female,Adoptable Cat Glass Colony,11/9/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6138,60611,8/16/2018 12:06,Stray,0,C18081269,9.8102E+14,Cheerio,Domestic Short Hair/Siamese,Lynx point,Cat,1 year 3 months.,Male,Adoptable Cat Kennels,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6139,60612,8/16/2018 12:16,Stray,0,D18081069,,Abra,Anatolian Shepherd/German Shepherd Dog,Tan,Dog,1 year 4 months.,Female,Dog room D,8/20/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6140,60613,8/16/2018 12:30,Litter relinquishment,0,C18081059,9.8102E+14,Greg,Domestic Short Hair,Grey and White,Cat,6 months.,Male,Adoptable window colony,8/30/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6141,60614,8/16/2018 12:52,Unable to Afford,0,D18081060,9.8102E+14,Coco,Bully Breed Mix,Black,Dog,3 years 8 months.,Female,Adoptable Dogs,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6142,60615,8/16/2018 12:30,Litter relinquishment,0,C18081061,9.8102E+14,Peter,Domestic Short Hair,Grey,Cat,11 months.,Male,Adoptable window colony,8/25/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6143,60616,8/16/2018 12:30,Litter relinquishment,0,C18081068,9.8102E+14,Bobby,Domestic Short Hair,Grey,Cat,6 months.,Male,Adoptable window colony,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6144,60617,8/16/2018 13:44,Stray,0,C18081070,9.8102E+14,Estrella,Domestic Short Hair/Bengal,Torbie,Cat,1 year 5 months.,Female,Office,9/22/2018 0:00,Foster,0,9/26/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6145,60617,8/16/2018 13:44,Stray,0,C18081070,9.8102E+14,Estrella,Domestic Short Hair/Bengal,Torbie,Cat,1 year 5 months.,Female,Office,11/10/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6146,60619,8/17/2018 10:30,Stray,0,D18081071,9.8102E+14,Burrito,Beagle/Mix,Tricolour,Dog,3 years 3 months.,Female,Adoptable Dogs,8/24/2018 0:00,Foster,0,8/29/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6147,60619,8/17/2018 10:30,Stray,0,D18081071,9.8102E+14,Burrito,Beagle/Mix,Tricolour,Dog,3 years 3 months.,Female,Adoptable Dogs,8/31/2018 0:00,Adoption,0,9/1/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6148,60619,8/17/2018 10:30,Stray,0,D18081071,9.8102E+14,Burrito,Beagle/Mix,Tricolour,Dog,3 years 3 months.,Female,Adoptable Dogs,9/1/2018 0:00,Reclaimed,0,9/1/2018 0:00,Incompatible with owner lifestyle,,Court Order/ Legal,0,0,0
6149,60619,8/17/2018 10:30,Stray,0,D18081071,9.8102E+14,Burrito,Beagle/Mix,Tricolour,Dog,3 years 3 months.,Female,Adoptable Dogs,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6150,60620,8/17/2018 12:03,Stray,0,D18081072,9.8102E+14,Jimmy Dean,Beagle,Tricolour,Dog,2 years 3 months.,Male,Dog room A,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6151,60621,8/17/2018 12:15,Stray,0,C18081073,9.8102E+14,Cornelius,Manx,Buff,Cat,6 months.,Male,Adoptable window colony,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6152,60622,8/17/2018 12:15,Stray,0,C18081074,9.8102E+14,Aslan,Manx,Orange,Cat,6 months.,Male,Adoptable window colony,8/30/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6153,60623,8/17/2018 14:02,Unable to Afford,0,C18081069,9.8102E+14,Raven,Domestic Short Hair,Black,Cat,1 year 10 months.,Female,Adoptable Cat Big Colony,1/4/2019 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6154,60625,8/17/2018 14:44,Stray,0,D18081075,9.8102E+14,Dior,Husky/German Shepherd Dog,White,Dog,1 year 2 months.,Female,Adoptable Dogs,8/28/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6155,60626,8/17/2018 14:51,Stray,0,C18081076,9.8102E+14,Parker,Domestic Short Hair,Black and grey,Cat,1 year 1 month.,Male,Adoptable Cat Glass Colony,8/22/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6156,60628,8/17/2018 16:51,Stray,0,D18081077,,Dolly,Shih Tzu/Mix,Buff and white,Dog,3 years 9 months.,Female,Dog room D,8/18/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6157,60629,8/17/2018 17:58,Stray,0,C18081078,9.8102E+14,Doc,Domestic Short Hair,Black and White,Cat,8 years 3 months.,Female,Adoptable Cat Kennels,10/3/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6158,60631,8/18/2018 13:09,Stray,0,C18081079,9.8102E+14,Mags,Domestic Short Hair,Torbie,Cat,1 year 4 months.,Female,Adoptable Cat Kennels,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6159,60632,8/18/2018 14:06,Stray,0,D18081080,9.8102E+14,Duke,Labrador Retriever,Yellow,Dog,13 years 4 months.,Male,Dog room B,8/19/2018 0:00,Reclaimed,0,4/23/2019 0:00,Stray,,Court Order/ Legal,0,0,0
6160,60632,8/18/2018 14:06,Stray,0,D18081080,9.8102E+14,Duke,Labrador Retriever,Yellow,Dog,13 years 4 months.,Male,Dog room B,4/24/2019 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6161,60633,8/18/2018 14:17,Stray,0,D1808594,,Mary Jane,American Eskimo/Mix,White,Dog,14 years 3 months.,Female,Dog room D,8/18/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6162,60634,8/18/2018 15:52,Moving,0,D18081073,9.8102E+14,Keeli,Catahoula Leopard Dog/Mix,Black and Brown,Dog,3 years 9 months.,Female,Adoptable Dogs,9/9/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6163,60635,8/18/2018 16:09,TNR - Trap/Neuter/Release,0,D18081074,0A12872C38,Shadow,Rhodesian Ridgeback/German Shepherd Dog,Brown,Dog,6 years 9 months.,Male,Dog room D,8/23/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6164,60636,8/18/2018 16:52,Incompatible with owner lifestyle,0,G18081075,,Reese,American Crested,White and Brown,Guinea Pig,1 year 9 months.,Male,Small Animal room,8/21/2018 0:00,Foster,0,10/4/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6165,60636,8/18/2018 16:52,Incompatible with owner lifestyle,0,G18081075,,Reese,American Crested,White and Brown,Guinea Pig,1 year 9 months.,Male,Small Animal room,10/4/2018 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
6166,60637,8/18/2018 16:54,Incompatible with owner lifestyle,0,G18081076,,Raymond,American Crested,White and Black,Guinea Pig,1 year 9 months.,Male,Small Animal room,8/21/2018 0:00,Foster,0,10/4/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6167,60637,8/18/2018 16:54,Incompatible with owner lifestyle,0,G18081076,,Raymond,American Crested,White and Black,Guinea Pig,1 year 9 months.,Male,Small Animal room,10/4/2018 0:00,Transfer,0,,Stray,,Court Order/ Legal,0,0,0
6168,60639,8/19/2018 13:49,Stray,0,D18081081,9.8102E+14,Tintin,Dachshund/Mix,Red,Dog,1 year 3 months.,Male,Adoptable Dogs,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6169,60640,8/19/2018 15:10,Stray,0,C18081082,9.8102E+14,Ethel,Domestic Short Hair,White and Black,Cat,12 years 4 months.,Female,Office,11/10/2018 0:00,Adoption,0,12/7/2018 0:00,Allergies,12/15/2018 0:00,"UU - untreatable, unmanageable",0,1,0
6170,60641,8/20/2018 8:46,Sick/Injured,0,C1808596,9.8102E+14,Marshmellow,Domestic Short Hair,Black and Brown,Cat,19 weeks.,Female,Cat room A,8/20/2018 0:00,Foster,0,9/14/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6171,60641,8/20/2018 8:46,Sick/Injured,0,C1808596,9.8102E+14,Marshmellow,Domestic Short Hair,Black and Brown,Cat,19 weeks.,Female,Cat room A,9/14/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6172,60642,8/20/2018 10:57,Litter relinquishment,0,C18081077,9.8102E+14,Beyonce,Domestic Short Hair,Tortie,Cat,1 year 0 months.,Female,Adoptable Cat Glass Colony,8/27/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6173,60643,8/20/2018 10:57,Litter relinquishment,0,C18081080,9.8102E+14,Kelly Rowland,Domestic Short Hair,Torbie,Cat,1 year 0 months.,Female,Adoptable Cat Glass Colony,8/28/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6174,60644,8/20/2018 10:57,Litter relinquishment,0,C18081081,9.8102E+14,Michelle Williams,Domestic Short Hair,Dilute calico,Cat,1 year 0 months.,Female,Adoptable Cat Glass Colony,8/27/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6175,60645,8/20/2018 10:57,Litter relinquishment,0,C18081083,9.8102E+14,Ice Cube,Domestic Short Hair,Orange and White,Cat,1 year 3 months.,Male,Adoptable Cat Glass Colony,8/27/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6176,60646,8/20/2018 10:57,Litter relinquishment,0,C18081084,9.8102E+14,LL Cool J,Domestic Short Hair,Orange,Cat,1 year 0 months.,Male,Adoptable window colony,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6177,60648,8/20/2018 13:08,Stray,0,C18081085,9.8102E+14,Natasha,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Cat room B,8/24/2018 0:00,Reclaimed,0,8/1/2019 0:00,Stray,,Court Order/ Legal,0,0,0
6178,60648,8/20/2018 13:08,Stray,0,C18081085,9.8102E+14,Natasha,Domestic Short Hair,Black,Cat,3 years 1 month.,Female,Cat room B,8/1/2019 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6179,60649,8/20/2018 13:14,Unsuitable Accommodation,0,D1808597,9.8102E+14,Snickers Bar,Beagle/German Shepherd Dog,Tan and Black,Dog,8 years 3 months.,Female,Office,8/30/2018 0:00,Foster,0,9/15/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6180,60649,8/20/2018 13:14,Unsuitable Accommodation,0,D1808597,9.8102E+14,Snickers Bar,Beagle/German Shepherd Dog,Tan and Black,Dog,8 years 3 months.,Female,Office,9/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6181,60650,8/20/2018 13:26,Allergies,0,C18081086,9.8102E+14,Luka,Domestic Short Hair,Grey,Cat,7 months.,Female,Adoptable Cat Glass Colony,8/24/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6182,60651,8/20/2018 13:41,Landlord issues,0,C18081087,9.8102E+14,Willow,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 10 months.,Female,Adoptable Cat Kennels,9/7/2018 0:00,Foster,0,11/16/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6183,60651,8/20/2018 13:41,Landlord issues,0,C18081087,9.8102E+14,Willow,Domestic Short Hair,Dilute tortoiseshell,Cat,2 years 10 months.,Female,Adoptable Cat Kennels,12/21/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6184,60652,8/20/2018 13:41,Landlord issues,0,C18081088,9.8102E+14,Stella,Domestic Short Hair,Black and grey,Cat,4 years 3 months.,Female,Adoptable Cat Kennels,10/8/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6185,60653,8/20/2018 13:41,Landlord issues,0,C18081089,9.8102E+14,Soleus,Domestic Short Hair,Buff and white,Cat,20 weeks.,Male,Adoptable Cat Kennels,9/20/2018 0:00,Foster,0,10/9/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6186,60653,8/20/2018 13:41,Landlord issues,0,C18081089,9.8102E+14,Soleus,Domestic Short Hair,Buff and white,Cat,20 weeks.,Male,Adoptable Cat Kennels,10/18/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6187,60654,8/20/2018 13:41,Landlord issues,0,C18081090,9.8102E+14,Achilles,Domestic Short Hair,Orange,Cat,20 weeks.,Female,Adoptable Cat Kennels,9/20/2018 0:00,Foster,0,10/9/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6188,60654,8/20/2018 13:41,Landlord issues,0,C18081090,9.8102E+14,Achilles,Domestic Short Hair,Orange,Cat,20 weeks.,Female,Adoptable Cat Kennels,10/11/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6189,60657,8/20/2018 14:30,Rabies Monitoring,0,D1808058,,Zeus,Bully Breed Mix,Blue,Dog,7 years 3 months.,Male,Dog room Isolation,8/28/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6190,60658,8/20/2018 14:34,Stray,0,C18081091,9.8102E+14,Wylie,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Adoptable window colony,8/22/2018 0:00,Foster,0,9/13/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6191,60658,8/20/2018 14:34,Stray,0,C18081091,9.8102E+14,Wylie,Domestic Short Hair,Black and Brown,Cat,8 months.,Male,Adoptable window colony,9/21/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6192,60659,8/20/2018 14:58,Stray,0,D18081092,9.8102E+14,Heath,Catahoula Leopard Dog/Hound,Tricolour,Dog,2 years 3 months.,Male,Adoptable Dogs,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6193,60661,8/20/2018 15:24,Stray,0,C1808598,,Kirby,Domestic Short Hair,Black and White,Cat,22 weeks.,Unknown,Cat room B,8/28/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6194,60662,8/20/2018 15:24,Stray,0,C1808599,,Firby,Domestic Short Hair,Black and White,Cat,1 year 3 months.,Female,Cat room B,8/28/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6195,60663,8/20/2018 15:35,Stray,0,C18081093,9.8102E+14,Mikayla,Domestic Short Hair,Black,Cat,2 years 1 month.,Female,Adoptable Cat Big Colony,1/13/2019 0:00,Foster,0,1/28/2019 0:00,Stray,,Court Order/ Legal,0,0,0
6196,60663,8/20/2018 15:35,Stray,0,C18081093,9.8102E+14,Mikayla,Domestic Short Hair,Black,Cat,2 years 1 month.,Female,Adoptable Cat Big Colony,1/28/2019 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6197,60664,8/20/2018 15:35,Stray,0,C18081094,9.8102E+14,Christie,Domestic Long Hair,Black and White,Cat,22 weeks.,Female,Adoptable Cat Middle Colony,9/7/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6198,60665,8/20/2018 15:35,Stray,0,C18081095,9.8102E+14,Biscotti,Domestic Long Hair,Brown and Black,Cat,22 weeks.,Male,Adoptable Cat Kennels,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6199,60666,8/20/2018 15:35,Stray,0,C18081096,9.8102E+14,Holly,Domestic Short Hair,Black and White,Cat,22 weeks.,Female,Adoptable Cat Kennels,10/5/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6200,60667,8/20/2018 20:04,Sick/Injured,0,C1808600,9.8102E+14,Chok,Domestic Short Hair,Black and White,Cat,9 years 6 months.,Male,Adoptable Cat Kennels,10/19/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6201,60668,8/21/2018 8:20,Stray,0,D18081097,9.8102E+14,Thuggers,Husky/Mix,Cream,Dog,1 year 3 months.,Male,Dog room D,8/29/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6202,60669,8/21/2018 12:47,Stray,0,C18081098,9.8102E+14,Lil` Debbie,Domestic Short Hair,Tabbico,Cat,18 weeks.,Female,Adoptable window colony,8/22/2018 0:00,Foster,0,9/13/2018 0:00,Stray,,Court Order/ Legal,0,0,0
6203,60669,8/21/2018 12:47,Stray,0,C18081098,9.8102E+14,Lil` Debbie,Domestic Short Hair,Tabbico,Cat,18 weeks.,Female,Adoptable window colony,9/21/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6204,60671,8/21/2018 12:56,Allergies,0,C18081099,9.8102E+14,Mugsy,Domestic Short Hair,Black and White,Cat,8 months.,Male,Adoptable Cat Kennels,8/27/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6205,60672,8/21/2018 13:15,Litter relinquishment,0,C18081092,9.8102E+14,Lauryn Hill,Domestic Short Hair,Brown and Black,Cat,7 months.,Female,Adoptable window colony,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6206,60673,8/21/2018 14:40,Stray,0,D18081101,9.8102E+14,Rebel,Beagle,Tricolour,Dog,2 years 8 months.,Male,Adoptable Dogs,9/1/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6207,60674,8/21/2018 14:52,Unable to Afford,0,D18081093,9.8102E+14,Gamora,Bully Breed Mix,Black and White,Dog,1 year 7 months.,Female,Adoptable Dogs,10/13/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6208,60676,8/22/2018 9:14,Stray,0,C18081102,9.8102E+14,Tweedle Dee,Domestic Medium Hair,Black and White,Cat,5 years 3 months.,Male,Adoptable Cat Big Colony,9/8/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6209,60677,8/22/2018 11:59,Stray,0,C1808603,9.8102E+14,Bingo,Domestic Short Hair,Buff,Cat,23 weeks.,Male,Adoptable Cat Kennels,9/11/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6210,60678,8/22/2018 12:07,Incompatible with owner lifestyle,0,D18081094,9.8102E+14,Ruby,Chihuahua/Jack Russell Terrier,Tricolour,Dog,4 years 3 months.,Female,Adoptable Dogs,8/31/2018 0:00,Adoption,0,,Stray,,Court Order/ Legal,0,0,0
6211,60679,8/22/2018 12:35,Stray,0,C18081103,9.8102E+14,Spooky,Domestic Short Hair,Black,Cat,2 years 1 month.,Male,Cat room C,8/23/2018 0:00,Reclaimed,0,,Stray,,Court Order/ Legal,0,0,0
6212,60680,8/22/2018 14:37,Stray,0,C18081104,9.8102E+14,Peanut,Domestic Short Hair,Black and White,Cat,18 weeks.,Male,Adoptable window colony,8/29/2018 0:00,Foster,0,10/2/2018 0:00,Stray,,Court Order/ Legal,0,0,0
